City_ID,City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
162,162,Nantucket,US,2021-10-28 00:45:46,41.2835,-70.0995,51.15,91,100,43.15
163,163,Morros,BR,2021-10-28 00:45:46,-9.4467,-46.3003,80.2,31,5,5.61
164,164,Iquique,CL,2021-10-28 00:44:42,-20.2208,-70.1431,62.64,71,37,1.39
165,165,Cidreira,BR,2021-10-28 00:45:47,-30.1811,-50.2056,67.8,89,0,12.28
166,166,Skotterud,NO,2021-10-28 00:45:47,59.9828,12.1283,53.2,95,100,10.11
167,167,Ust-Tsilma,RU,2021-10-28 00:45:47,65.441,52.1498,23.4,95,100,7.81
168,168,Lyubech,UA,2021-10-28 00:45:48,51.7026,30.6569,42.06,90,91,11.05
169,169,Nejapa,SV,2021-10-28 00:45:48,13.8138,-89.2306,80.62,100,20,8.05
170,170,Niono,ML,2021-10-28 00:45:48,14.2526,-5.993,87.13,25,9,5.41
171,171,Codrington,AU,2021-10-28 00:45:49,-38.2667,141.9667,57.06,87,100,13.65
172,172,Gamba,GA,2021-10-28 00:45:49,-2.65,10.0,74.35,91,100,5.21
173,173,Klaksvik,FO,2021-10-28 00:45:49,62.2266,-6.589,45.52,80,90,17.94
174,174,Eenhana,,2021-10-28 00:45:50,-17.4667,16.3333,73.87,48,100,4.12
175,175,Teofilo Otoni,BR,2021-10-28 00:45:50,-17.8575,-41.5053,67.28,95,25,4.27
176,176,Dzidzantun,MX,2021-10-28 00:45:50,21.25,-89.05,82.9,63,58,5.82
177,177,Sarahan,IN,2021-10-28 00:45:51,31.5167,77.8,41.45,36,0,9.37
178,178,Bajil,YE,2021-10-28 00:45:51,15.0584,43.2851,82.0,59,13,2.15
179,179,Corrente,BR,2021-10-28 00:45:52,-3.7367,-43.3394,78.04,76,52,3.65
180,180,Olavarria,AR,2021-10-28 00:45:52,-36.8927,-60.3225,70.75,53,69,9.78
181,181,Igarka,RU,2021-10-28 00:45:52,67.4667,86.5833,-5.48,96,29,6.51
182,182,Campoverde,PE,2021-10-28 00:45:53,-8.4753,-74.8058,82.09,65,61,1.59
183,183,Dolores,AR,2021-10-28 00:45:53,-36.3132,-57.6792,66.4,64,1,7.81
184,184,Richards Bay,ZA,2021-10-28 00:45:53,-28.783,32.0377,66.0,81,100,4.0
185,185,San Andres,CO,2021-10-28 00:45:54,12.5847,-81.7006,84.22,79,20,4.61
186,186,Sao Felix Do Xingu,BR,2021-10-28 00:45:54,-6.6447,-51.995,75.02,80,37,1.39
187,187,Tazovskiy,RU,2021-10-28 00:45:54,67.4667,78.7,0.97,97,81,5.32
188,188,Ilulissat,GL,2021-10-28 00:45:55,69.2167,-51.1,14.02,57,90,5.75
189,189,Soyo,AO,2021-10-28 00:45:55,-6.1349,12.3689,75.52,81,100,7.49
190,190,Nanortalik,GL,2021-10-28 00:45:55,60.1432,-45.2371,34.27,66,72,5.88
191,191,Viedma,AR,2021-10-28 00:45:56,-40.8135,-62.9967,65.16,34,100,15.21
192,192,Werda,BW,2021-10-28 00:45:56,-25.2667,23.2833,66.56,80,100,10.42
193,193,Trinidad,BO,2021-10-28 00:45:56,-14.8333,-64.9,82.85,51,27,3.6
194,194,Salalah,OM,2021-10-28 00:45:57,17.0151,54.0924,73.49,49,0,2.3
195,195,Luderitz,,2021-10-28 00:45:57,-26.6481,15.1594,65.97,61,96,6.49
196,196,Opole,PL,2021-10-28 00:41:09,50.5,18.0,47.84,81,98,3.0
197,197,Bengkulu,ID,2021-10-28 00:45:58,-3.8004,102.2655,78.44,79,100,3.49
198,198,Puerto Cabezas,NI,2021-10-28 00:45:58,14.0351,-83.3888,78.98,84,100,5.59
199,199,Voyvozh,RU,2021-10-28 00:45:58,62.892,54.9635,31.5,98,100,8.57
200,200,Verkhnyaya Inta,RU,2021-10-28 00:45:59,65.9811,60.3094,21.33,91,100,13.78
201,201,Camacha,PT,2021-10-28 00:45:59,33.0833,-16.3333,65.16,77,20,4.61
202,202,Oktyabrskoye,RU,2021-10-28 00:46:00,43.0645,44.7417,23.14,100,0,4.47
203,203,Atasu,KZ,2021-10-28 00:46:00,48.6814,71.6433,28.27,63,0,6.49
204,204,Nioro,GM,2021-10-28 00:46:00,13.35,-15.75,78.53,81,92,6.11
205,205,Nador,MA,2021-10-28 00:46:01,35.174,-2.9287,64.65,82,75,6.91
206,206,Amet,IN,2021-10-28 00:46:01,25.3,73.9333,65.34,46,0,1.32
207,207,Lucea,JM,2021-10-28 00:46:02,18.451,-78.1736,80.46,72,74,1.7
208,208,Quixeramobim,BR,2021-10-28 00:46:02,-5.1992,-39.2928,79.92,65,70,7.02
209,209,Hofn,IS,2021-10-28 00:46:03,64.2539,-15.2082,37.42,87,90,3.44
210,210,Coihaique,CL,2021-10-28 00:45:09,-45.5752,-72.0662,57.15,47,75,8.05
211,211,Coquimbo,CL,2021-10-28 00:46:03,-29.9533,-71.3436,55.13,87,0,8.05
212,212,Vagur,FO,2021-10-28 00:46:03,61.4732,-6.8119,48.97,85,100,21.68
213,213,Ciudad Bolivar,VE,2021-10-28 00:46:04,8.1222,-63.5497,76.41,90,100,9.46
214,214,Comodoro Rivadavia,AR,2021-10-28 00:46:04,-45.8667,-67.5,67.86,30,0,5.75
215,215,Badou,TG,2021-10-28 00:46:05,7.5833,0.6,72.41,94,99,3.4
216,216,Sakakah,SA,2021-10-28 00:46:05,29.9697,40.2064,69.37,35,3,2.68
217,217,Chipinge,ZW,2021-10-28 00:46:05,-20.1883,32.6236,60.06,91,96,7.23
218,218,Benidorm,ES,2021-10-28 00:46:06,38.5382,-0.131,63.77,67,100,3.15
219,219,Azua,DO,2021-10-28 00:45:53,18.4532,-70.7349,75.06,84,76,3.49
220,220,Belmonte,BR,2021-10-28 00:46:06,-15.8631,-38.8828,77.5,87,0,7.38
221,221,Goderich,CA,2021-10-28 00:46:06,43.7501,-81.7165,52.92,93,6,3.44
222,222,Malindi,KE,2021-10-28 00:46:07,-3.2175,40.1191,76.78,81,18,8.9
223,223,Lulea,SE,2021-10-28 00:45:36,65.5842,22.1547,32.07,100,90,3.44
224,224,Shelburne,CA,2021-10-28 00:45:25,44.0787,-80.2041,49.57,81,2,5.82
225,225,Buzmeyin,TM,2021-10-28 00:46:07,38.0507,58.2056,46.13,87,90,4.61
226,226,Krapina,HR,2021-10-28 00:46:08,46.1608,15.8789,42.51,93,6,0.31
227,227,Vila Velha,BR,2021-10-28 00:46:08,-20.3297,-40.2925,76.95,83,75,6.91
228,228,Meulaboh,ID,2021-10-28 00:46:08,4.1363,96.1285,77.07,85,100,3.42
229,229,Misratah,LY,2021-10-28 00:46:09,32.3754,15.0925,70.99,76,5,15.37
230,230,Abnub,EG,2021-10-28 00:46:09,27.2696,31.1511,74.07,28,24,1.61
231,231,Rio Grande,BR,2021-10-28 00:41:51,-32.035,-52.0986,64.94,83,0,7.63
232,232,Zaysan,KZ,2021-10-28 00:46:10,47.4667,84.8667,44.4,62,94,2.28
233,233,Kulhudhuffushi,MV,2021-10-28 00:46:10,6.6221,73.07,80.74,78,100,6.26
234,234,Urengoy,RU,2021-10-28 00:46:10,65.9667,78.3667,3.9,99,79,4.74
235,235,Itaituba,BR,2021-10-28 00:46:11,-4.2761,-55.9836,76.59,86,100,1.83
236,236,Divo,CI,2021-10-28 00:46:11,5.8397,-5.36,71.4,99,27,1.63
237,237,Yar-Sale,RU,2021-10-28 00:46:12,66.8333,70.8333,14.5,90,100,10.16
238,238,Svetlyy,RU,2021-10-28 00:46:12,54.675,20.1347,57.25,88,100,15.3
239,239,Cap-Aux-Meules,CA,2021-10-28 00:46:12,47.3821,-61.8597,48.25,66,75,21.85
240,240,Quelimane,MZ,2021-10-28 00:46:13,-17.8786,36.8883,74.01,75,82,5.97
241,241,Itupeva,BR,2021-10-28 00:46:13,-23.1531,-47.0578,71.04,88,90,6.91
242,242,Mar Del Plata,AR,2021-10-28 00:46:13,-38.0023,-57.5575,66.22,77,0,8.05
243,243,Paamiut,GL,2021-10-28 00:46:14,61.994,-49.6678,30.67,69,100,13.38
244,244,El Vigia,VE,2021-10-28 00:46:14,8.6219,-71.6506,77.45,86,100,5.37
245,245,Donskoye,RU,2021-10-28 00:46:14,45.4552,41.9741,41.13,70,0,4.45
246,246,Iracoubo,GF,2021-10-28 00:46:15,5.4802,-53.2011,78.49,87,18,7.99
247,247,Lethem,GY,2021-10-28 00:46:15,3.3803,-59.7968,78.78,74,27,5.21
248,248,Delmas,HT,2021-10-28 00:42:52,18.5447,-72.3028,83.12,65,20,6.91
249,249,Maragogi,BR,2021-10-28 00:42:16,-9.0122,-35.2225,76.55,80,0,9.24
250,250,Le Vauclin,MQ,2021-10-28 00:46:16,14.5452,-60.8388,79.84,78,0,3.44
251,251,Abu Samrah,SY,2021-10-28 00:46:16,35.3029,37.1841,63.79,40,96,1.95
252,252,Brynmawr,GB,2021-10-28 00:46:16,51.8,-3.1833,55.83,89,100,14.88
253,253,Rajka,HU,2021-10-28 00:46:17,47.9964,17.1982,44.44,93,51,5.75
254,254,Andra,RU,2021-10-28 00:46:17,62.5147,65.8878,25.57,95,100,12.82
255,255,Ocean City,US,2021-10-28 00:46:17,39.2776,-74.5746,61.3,73,46,7.0
256,256,Dnipryany,UA,2021-10-28 00:46:18,46.7463,33.2729,42.04,82,32,4.85
257,257,Kyzyl-Oktyabr,KG,2021-10-28 00:46:18,42.769,75.7313,44.44,55,100,1.1
258,258,Omboue,GA,2021-10-28 00:46:18,-1.5746,9.2618,74.21,94,100,5.01
259,259,Valparaiso,CL,2021-10-28 00:45:46,-33.0393,-71.6273,53.24,93,0,2.3
260,260,Aswan,EG,2021-10-28 00:46:19,24.0934,32.907,78.3,34,0,8.7
261,261,Penzance,GB,2021-10-28 00:46:19,50.1186,-5.5371,58.77,93,89,26.82
262,262,Eyl,SO,2021-10-28 00:46:19,7.9803,49.8164,77.25,80,11,6.08
263,263,Owando,CG,2021-10-28 00:46:20,-0.4819,15.8999,68.22,98,100,2.21
264,264,Santa Cruz Cabralia,BR,2021-10-28 00:46:20,-16.2781,-39.0247,77.23,83,40,8.05
265,265,Ardabil,IR,2021-10-28 00:46:20,38.2498,48.2933,37.13,83,0,0.78
266,266,Somerset West,ZA,2021-10-28 00:45:15,-34.084,18.8211,63.03,93,72,3.0
267,267,Macamic,CA,2021-10-28 00:46:21,48.7502,-78.9996,32.23,77,34,5.68
268,268,Bulawayo,ZW,2021-10-28 00:46:21,-20.15,28.5833,60.85,81,100,15.88
269,269,Ler,SS,2021-10-28 00:46:22,8.3018,30.1418,73.42,80,5,4.05
270,270,Corby,GB,2021-10-28 00:46:22,52.4964,-0.6894,58.86,76,90,14.97
271,271,Lere,NG,2021-10-28 00:46:22,10.387,8.5726,72.7,68,63,1.5
272,272,Inirida,CO,2021-10-28 00:46:23,3.8653,-67.9239,72.36,98,88,1.81
273,273,Nouadhibou,MR,2021-10-28 00:46:23,20.931,-17.0347,67.98,77,15,14.97
274,274,Marsa Matruh,EG,2021-10-28 00:46:23,31.3525,27.2453,70.95,85,4,8.03
275,275,Kemijarvi,FI,2021-10-28 00:46:24,66.7131,27.4306,26.58,88,100,9.31
276,276,Batouri,CM,2021-10-28 00:46:24,4.4333,14.3667,68.59,96,100,1.03
277,277,Smithfield,US,2021-10-28 00:46:24,41.922,-71.5495,50.92,89,90,3.0
278,278,Natal,BR,2021-10-28 00:44:21,-5.795,-35.2094,79.45,78,40,10.36
279,279,Faya,SA,2021-10-28 00:46:25,18.3851,42.4509,59.11,60,100,3.89
280,280,Estelle,US,2021-10-28 00:46:25,29.8458,-90.1067,73.99,83,90,12.66
