City_ID,City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,281,Campo Verde,BR,2021-10-28 00:46:25,-20.4167,-54.0667,83.41,76,91,2.73
282,282,Vila Do Maio,CV,2021-10-28 00:46:26,15.1333,-23.2167,79.59,73,100,13.35
283,283,Lipin Bor,RU,2021-10-28 00:46:26,60.2622,37.9763,40.95,94,100,9.19
284,284,Chuy,UY,2021-10-28 00:46:26,-33.6971,-53.4616,65.44,77,0,6.11
285,285,Kaniama,CD,2021-10-28 00:46:27,-7.5667,24.1833,65.32,96,83,3.69
286,286,Ahtopol,BG,2021-10-28 00:46:27,42.1,27.95,45.07,79,16,7.36
287,287,Sechura,PE,2021-10-28 00:46:27,-5.5569,-80.8222,66.54,79,100,15.17
288,288,Grand Gaube,MU,2021-10-28 00:46:28,-20.0064,57.6608,71.38,73,0,1.99
289,289,Mangrol,IN,2021-10-28 00:46:28,21.1167,70.1167,77.41,59,0,10.38
290,290,Kristiinankaupunki,FI,2021-10-28 00:46:28,62.2743,21.376,45.28,90,7,9.26
291,291,Harper,LR,2021-10-28 00:46:29,4.375,-7.7169,77.18,88,89,5.64
292,292,Ostersund,SE,2021-10-28 00:46:29,63.1792,14.6357,45.05,70,99,12.66
293,293,Bud,US,2021-10-28 00:46:29,39.447,-86.1758,51.78,77,100,8.14
294,294,Akcakoca,TR,2021-10-28 00:46:30,41.0866,31.1162,51.01,81,51,3.49
295,295,Springbok,ZA,2021-10-28 00:46:30,-29.6643,17.8865,67.62,44,100,8.41
296,296,Mizque,BO,2021-10-28 00:46:30,-17.941,-65.3402,64.92,55,6,4.74
297,297,La Seyne-Sur-Mer,FR,2021-10-28 00:46:31,43.0982,5.8847,59.88,70,99,4.0
298,298,Mucuri,BR,2021-10-28 00:46:31,-18.0864,-39.5508,75.65,81,21,10.07
299,299,Ochakiv,UA,2021-10-28 00:46:31,46.6128,31.5498,41.14,79,6,8.75
300,300,Rura,IN,2021-10-28 00:46:32,26.4833,79.9,66.34,60,0,1.36
301,301,Barcelos,PT,2021-10-28 00:46:32,41.5388,-8.6151,59.92,66,0,3.44
302,302,Berlevag,NO,2021-10-28 00:46:32,70.8578,29.0864,28.4,65,37,15.48
303,303,Kondoa,TZ,2021-10-28 00:46:33,-4.9,35.7833,58.57,80,48,4.92
304,304,Nagothana,IN,2021-10-28 00:46:33,18.5333,73.1333,80.62,63,8,4.45
305,305,Mogadishu,SO,2021-10-28 00:46:33,2.0371,45.3438,79.02,83,9,11.56
306,306,Bani,DO,2021-10-28 00:46:34,18.2833,-70.3333,77.7,78,18,2.89
307,307,Adra,ES,2021-10-28 00:46:34,36.7496,-3.0206,63.37,74,54,6.6
308,308,Boddam,GB,2021-10-28 00:46:35,57.4667,-1.7833,55.78,96,100,14.32
309,309,Santa Ana,US,2021-10-28 00:45:39,33.7456,-117.8678,87.37,38,1,6.91
310,310,Tromso,NO,2021-10-28 00:46:35,69.6496,18.957,35.62,51,20,11.5
311,311,Kalemie,CD,2021-10-28 00:46:35,-5.9475,29.1947,74.01,68,79,1.54
312,312,Beloha,MG,2021-10-28 00:46:36,-25.1667,45.05,66.09,71,97,14.94
313,313,Kalakamati,BW,2021-10-28 00:46:36,-20.5929,27.3121,62.22,78,68,16.96
314,314,Houma,US,2021-10-28 00:43:30,29.5958,-90.7195,73.99,96,40,9.22
315,315,Ballina,AU,2021-10-28 00:43:59,-28.8667,153.5667,87.78,71,40,12.66
316,316,Barinas,VE,2021-10-28 00:46:37,8.6226,-70.2075,76.69,98,100,5.06
317,317,Antsohihy,MG,2021-10-28 00:46:37,-14.8796,47.9875,74.14,82,11,2.68
318,318,Bubaque,GW,2021-10-28 00:46:37,11.2833,-15.8333,81.86,77,72,7.0
319,319,Rafaela,AR,2021-10-28 00:46:38,-31.2503,-61.4867,78.98,42,100,14.0
320,320,Coelho Neto,BR,2021-10-28 00:42:10,-4.2567,-43.0128,82.45,63,100,5.66
321,321,Garissa,KE,2021-10-28 00:46:38,-0.4536,39.6401,74.28,87,45,12.53
322,322,Hindaun,IN,2021-10-28 00:46:38,26.7167,77.0167,67.57,53,0,3.8
323,323,Henties Bay,,2021-10-28 00:46:39,-22.116,14.2845,60.85,78,19,3.65
324,324,Antofagasta,CL,2021-10-28 00:46:39,-23.65,-70.4,60.08,75,38,4.5
325,325,Bambari,CF,2021-10-28 00:46:39,5.768,20.6757,71.46,95,100,1.99
326,326,Umri,IN,2021-10-28 00:46:40,26.5106,78.9367,66.27,60,0,3.22
327,327,Sharqpur,PK,2021-10-28 00:46:40,31.4633,74.1,62.73,44,0,1.41
328,328,Topola,RS,2021-10-28 00:46:40,44.2542,20.6825,40.98,84,0,2.44
329,329,Kovur,IN,2021-10-28 00:46:40,14.4833,79.9833,75.43,71,96,8.55
330,330,Benguela,AO,2021-10-28 00:46:41,-12.5763,13.4055,72.72,78,100,3.2
331,331,Koslan,RU,2021-10-28 00:46:41,63.4564,48.8989,33.76,98,100,8.7
332,332,Hobyo,SO,2021-10-28 00:46:41,5.3505,48.5268,79.14,78,5,5.86
333,333,Nuuk,GL,2021-10-28 00:46:42,64.1835,-51.7216,30.81,74,20,5.75
334,334,Abonnema,NG,2021-10-28 00:46:42,4.7084,6.7931,76.87,88,100,3.8
335,335,Salisbury,GB,2021-10-28 00:46:43,51.0693,-1.7957,59.38,79,75,12.66
336,336,Pindiga,NG,2021-10-28 00:46:43,9.9833,10.9333,75.72,58,99,5.06
337,337,Port-Gentil,GA,2021-10-28 00:46:43,-0.7193,8.7815,77.7,84,100,11.23
338,338,Zapolyarnyy,RU,2021-10-28 00:46:44,69.4154,30.8136,16.88,81,12,3.69
339,339,Kilindoni,TZ,2021-10-28 00:46:44,-7.9139,39.6668,77.77,79,23,6.17
340,340,Imbituba,BR,2021-10-28 00:46:44,-28.24,-48.6703,71.49,96,96,7.65
341,341,Nizwa,OM,2021-10-28 00:46:45,22.9333,57.5333,72.45,77,53,4.0
342,342,Emba,KZ,2021-10-28 00:46:45,48.8264,58.1442,30.92,47,17,6.53
343,343,Robertsport,LR,2021-10-28 00:46:45,6.7533,-11.3686,79.2,84,65,7.14
344,344,Amapa,BR,2021-10-28 00:45:12,1.0,-52.0,75.9,73,100,4.23
345,345,Totness,SR,2021-10-28 00:46:46,5.8833,-56.3167,78.31,86,53,8.97
346,346,Iskateley,RU,2021-10-28 00:46:46,67.6803,53.1512,19.9,86,100,10.33
347,347,Ugoofaaru,MV,2021-10-28 00:46:47,5.6667,73.0,80.6,76,71,7.31
348,348,Filadelfia,US,2021-10-28 00:45:35,39.9523,-75.1638,62.1,73,90,1.99
349,349,La Rioja,ES,2021-10-28 00:46:48,42.25,-2.5,41.49,64,16,4.76
350,350,Hambantota,LK,2021-10-28 00:46:48,6.1241,81.1185,75.54,100,97,4.61
351,351,Olhao,PT,2021-10-28 00:46:48,37.0286,-7.8411,62.49,67,0,4.61
352,352,Necochea,AR,2021-10-28 00:46:49,-38.5473,-58.7368,67.03,73,0,11.65
353,353,Areosa,PT,2021-10-28 00:46:49,41.7178,-8.8571,60.31,67,0,5.82
354,354,Maltahohe,,2021-10-28 00:46:49,-24.8333,16.9833,62.24,62,12,8.3
355,355,Krasnovishersk,RU,2021-10-28 00:46:50,60.4078,57.082,32.25,98,100,7.49
356,356,Pudozh,RU,2021-10-28 00:46:50,61.8099,36.5345,38.43,94,100,4.74
357,357,Cabedelo,BR,2021-10-28 00:46:50,-6.9811,-34.8339,77.67,79,34,12.53
358,358,Taraza,CO,2021-10-28 00:46:51,7.5836,-75.4007,75.36,96,97,2.71
359,359,Lebyazhye,RU,2021-10-28 00:46:51,55.2689,66.4947,31.3,74,100,13.82
360,360,Aasiaat,GL,2021-10-28 00:46:51,68.7098,-52.8699,14.11,76,100,6.78
361,361,Concarneau,FR,2021-10-28 00:46:52,47.875,-3.9225,59.79,94,46,12.62
362,362,Agadez,NE,2021-10-28 00:46:52,19.75,10.25,80.6,13,100,9.46
363,363,Placido De Castro,BR,2021-10-28 00:46:52,-10.3353,-67.1856,73.94,84,34,2.82
364,364,Requena,ES,2021-10-28 00:46:53,39.4883,-1.1004,54.72,95,95,1.41
365,365,Matagami,CA,2021-10-28 00:46:53,49.7502,-77.6328,33.91,93,1,0.0
366,366,Havelock,US,2021-10-28 00:43:12,34.8791,-76.9013,62.92,88,59,5.08
367,367,Albanel,CA,2021-10-28 00:46:53,48.8832,-72.4487,39.18,75,75,5.75
368,368,Nchelenge,ZM,2021-10-28 00:46:54,-9.3451,28.734,74.37,62,69,4.65
369,369,Sao Joao Da Barra,BR,2021-10-28 00:46:54,-21.6403,-41.0511,73.44,89,29,11.41
370,370,Mandera,KE,2021-10-28 00:46:54,3.9366,41.867,78.66,70,17,14.88
371,371,Bodrum,TR,2021-10-28 00:45:15,37.0383,27.4292,63.88,63,23,4.14
372,372,Manbij,SY,2021-10-28 00:46:55,36.5281,37.9549,56.17,23,29,6.15
373,373,Saint-Joseph,RE,2021-10-28 00:46:55,-21.3667,55.6167,68.38,75,15,2.44
374,374,Aljezur,PT,2021-10-28 00:46:56,37.3191,-8.8033,60.03,79,0,4.32
375,375,Goundam,ML,2021-10-28 00:46:56,16.4145,-3.6708,87.89,14,5,6.11
376,376,Chapleau,CA,2021-10-28 00:42:15,47.8405,-83.4034,41.09,87,40,3.44
377,377,Saint-Paul,RE,2021-10-28 00:46:56,-21.0096,55.2707,69.91,77,2,8.9
378,378,Loharu,IN,2021-10-28 00:46:57,28.45,75.8167,67.95,46,0,2.3
379,379,Nikolayevka,RU,2021-10-28 00:46:57,53.1257,47.2041,38.66,59,90,13.51
380,380,Yangambi,CD,2021-10-28 00:46:57,0.8102,24.4336,69.06,99,92,0.65
381,381,Pauini,BR,2021-10-28 00:46:58,-7.7136,-66.9764,73.11,98,100,3.33
382,382,Mantua,IT,2021-10-28 00:46:58,45.1667,10.7833,49.82,68,14,4.68
383,383,Gravdal,NO,2021-10-28 00:46:59,68.1214,13.5031,35.49,93,75,10.36
384,384,Guane,CU,2021-10-28 00:46:59,22.2025,-84.0875,78.57,82,27,5.91
385,385,Rennes,FR,2021-10-28 00:44:42,48.1667,-1.6667,50.58,100,13,4.61
386,386,Thompson,CA,2021-10-28 00:45:25,55.7435,-97.8558,41.16,100,90,2.3
387,387,Parana,AR,2021-10-28 00:46:59,-31.732,-60.5238,84.54,45,100,11.88
388,388,Shakiso,ET,2021-10-28 00:47:00,5.75,38.9167,58.87,98,100,1.81
389,389,Awjilah,LY,2021-10-28 00:47:00,29.1081,21.2869,68.79,57,5,3.65
390,390,Krasnoselkup,RU,2021-10-28 00:47:00,65.7,82.4667,-0.45,99,89,6.04
391,391,Jurado,CO,2021-10-28 00:47:01,7.1053,-77.7641,78.06,91,100,2.68
392,392,Mungwi,ZM,2021-10-28 00:47:01,-10.1732,31.3694,67.51,57,1,7.65
393,393,Stornoway,GB,2021-10-28 00:47:02,58.2093,-6.3865,53.92,87,75,14.97
394,394,Luanda,AO,2021-10-28 00:47:02,-8.8368,13.2343,75.2,83,75,10.36
395,395,Manaure,CO,2021-10-28 00:47:03,11.7751,-72.4445,83.89,69,43,12.44
396,396,Puerto Del Rosario,ES,2021-10-28 00:47:03,28.5004,-13.8627,69.55,68,84,6.91
397,397,Porsa,IN,2021-10-28 00:47:04,26.67,78.3747,66.0,60,0,3.65
398,398,Magadi,IN,2021-10-28 00:47:04,12.9667,77.2333,66.36,80,100,6.93
399,399,Abha,SA,2021-10-28 00:47:04,18.2164,42.5053,58.82,72,0,5.75
400,400,Solikamsk,RU,2021-10-28 00:47:05,59.6196,56.7729,32.41,98,100,8.43
401,401,Rykhtychi,UA,2021-10-28 00:47:05,49.3851,23.5566,34.14,71,100,4.07
402,402,Buzdyak,RU,2021-10-28 00:47:05,54.5833,54.55,34.74,61,100,17.87
403,403,Cozumel,MX,2021-10-28 00:47:06,20.5083,-86.9458,82.99,86,79,4.0
404,404,Marquette,US,2021-10-28 00:47:06,46.5333,-87.6335,45.82,83,75,10.22
405,405,Tikaitnagar,IN,2021-10-28 00:47:06,26.95,81.5833,64.71,77,0,2.75
406,406,Oswego,US,2021-10-28 00:47:07,43.4501,-76.1497,50.14,73,70,1.99
407,407,Bodden Town,KY,2021-10-28 00:47:07,19.2833,-81.25,84.2,77,40,4.0
408,408,Saint Anthony,US,2021-10-28 00:47:07,45.0205,-93.218,54.55,70,90,1.01
409,409,Sambava,MG,2021-10-28 00:47:08,-14.2667,50.1667,70.52,91,17,3.85
410,410,Moyobamba,PE,2021-10-28 00:47:08,-6.05,-76.9667,66.15,99,100,0.89
411,411,Tabas,IR,2021-10-28 00:47:08,33.5959,56.9244,55.78,41,7,5.41
412,412,Sayyan,YE,2021-10-28 00:47:09,15.1718,44.3244,52.21,34,4,3.58
413,413,Muromtsevo,RU,2021-10-28 00:47:09,56.3724,75.2418,31.55,72,100,8.79
414,414,Kant,IN,2021-10-28 00:47:09,27.8,79.8,64.94,74,0,2.33
415,415,Robore,BO,2021-10-28 00:47:10,-18.3333,-59.75,78.58,56,7,2.59
416,416,Senneterre,CA,2021-10-28 00:47:10,48.3835,-77.2328,41.22,77,100,5.06
417,417,Chinhoyi,ZW,2021-10-28 00:47:10,-17.3667,30.2,66.51,66,53,8.21
418,418,Baie-Comeau,CA,2021-10-28 00:47:11,49.2168,-68.1489,42.48,81,1,8.05
419,419,Santa Rosa,PH,2021-10-28 00:47:11,14.3122,121.1114,84.85,69,57,13.31
420,420,Maniitsoq,GL,2021-10-28 00:47:12,65.4167,-52.9,31.21,51,100,6.6
421,421,Kolosovka,RU,2021-10-28 00:47:12,56.4678,73.611,30.94,68,100,10.8
422,422,Boa Vista,BR,2021-10-28 00:47:12,2.8197,-60.6733,82.38,65,20,6.91
423,423,Kavaratti,IN,2021-10-28 00:47:12,10.5669,72.642,79.03,79,100,1.3
424,424,Hualmay,PE,2021-10-28 00:47:13,-11.0964,-77.6139,64.47,82,12,9.35
425,425,Ulu-Telyak,RU,2021-10-28 00:47:13,54.9086,56.9669,34.25,67,97,14.16
426,426,Akdepe,TM,2021-10-28 00:47:14,42.0551,59.3788,39.29,81,98,4.97
427,427,Tekeli,KZ,2021-10-28 00:47:14,44.83,78.8239,42.1,80,100,6.73
428,428,Shostka,UA,2021-10-28 00:47:14,51.863,33.4698,39.6,93,100,9.6
429,429,Rafai,CF,2021-10-28 00:47:15,4.95,23.9167,69.64,91,67,0.92
430,430,Altamira,BR,2021-10-28 00:47:15,-3.2033,-52.2064,74.21,92,44,1.05
431,431,Pocone,BR,2021-10-28 00:47:15,-16.2567,-56.6228,80.1,60,82,2.04
432,432,Chistogorskiy,RU,2021-10-28 00:47:16,53.9835,87.3843,27.37,64,97,2.62
433,433,Kalmunai,LK,2021-10-28 00:47:16,7.4167,81.8167,77.9,85,96,9.37
434,434,Elblag,PL,2021-10-28 00:47:16,54.1522,19.4088,55.94,90,100,10.51
435,435,Karpogory,RU,2021-10-28 00:47:17,64.0019,44.4451,23.0,88,100,10.69
436,436,Hamilton,US,2021-10-28 00:42:44,39.1834,-84.5333,50.77,84,90,1.01
437,437,Marawi,PH,2021-10-28 00:47:17,7.9986,124.2928,71.65,72,87,2.33
438,438,Morrope,PE,2021-10-28 00:47:18,-6.5417,-80.0111,64.8,80,70,15.9
439,439,Sirjan,IR,2021-10-28 00:47:11,29.452,55.6814,54.64,45,95,6.29
440,440,Rey Bouba,CM,2021-10-28 00:47:18,8.6724,14.1786,77.13,75,20,2.44
441,441,Augusto Correa,BR,2021-10-28 00:47:18,-1.0217,-46.635,77.95,82,79,3.98
442,442,Jalu,LY,2021-10-28 00:47:19,29.0331,21.5482,68.72,58,8,3.98
443,443,Resende,BR,2021-10-28 00:47:19,-22.4689,-44.4467,69.85,99,100,2.04
444,444,Teguldet,RU,2021-10-28 00:47:19,57.3064,88.1667,26.13,74,10,6.49
445,445,Vestmanna,FO,2021-10-28 00:47:20,62.1564,-7.1664,43.72,100,90,4.61
446,446,Carutapera,BR,2021-10-28 00:47:20,-1.195,-46.02,78.84,81,7,6.4
447,447,Balaghat,IN,2021-10-28 00:47:20,21.8,80.1833,62.96,71,3,6.13
448,448,Mizan Teferi,ET,2021-10-28 00:47:21,6.9833,35.5833,59.14,96,70,3.11
449,449,Samana,DO,2021-10-28 00:47:21,19.2056,-69.3369,76.84,83,95,6.46
450,450,Shalakusha,RU,2021-10-28 00:47:21,62.2247,40.2539,32.4,88,100,6.42
451,451,Chingirlau,KZ,2021-10-28 00:47:22,51.095,54.0814,33.08,60,14,15.1
452,452,Skjervoy,NO,2021-10-28 00:47:22,70.0311,20.9714,33.89,69,15,33.29
453,453,Pervomayskoye,RU,2021-10-28 00:47:22,43.919,46.7102,44.38,88,0,5.95
454,454,Diego De Almagro,CL,2021-10-28 00:47:23,-26.3667,-70.05,64.81,31,0,0.58
455,455,Zinder,NE,2021-10-28 00:47:23,13.8072,8.9881,82.22,14,6,6.78
456,456,Gelibolu,TR,2021-10-28 00:47:23,40.4103,26.6708,55.26,76,38,14.72
457,457,Tire,TR,2021-10-28 00:47:24,38.0888,27.7351,55.4,54,0,5.44
458,458,Manono,CD,2021-10-28 00:47:24,-7.3,27.4167,68.94,88,62,2.21
459,459,Le Port,RE,2021-10-28 00:47:24,-20.9373,55.2919,69.8,77,2,9.86
460,460,Castelldefels,ES,2021-10-28 00:47:25,41.2779,1.9703,62.89,88,20,5.01
461,461,Ust-Shonosha,RU,2021-10-28 00:47:25,61.1531,41.343,38.79,97,100,6.06
462,462,Namanga,KE,2021-10-28 00:47:25,-2.5433,36.7905,63.32,82,19,3.74
463,463,Ampere,BR,2021-10-28 00:47:26,-25.915,-53.4728,64.24,59,100,3.36
464,464,Port Hawkesbury,CA,2021-10-28 00:47:26,45.6169,-61.3485,48.58,86,90,14.0
465,465,Zhezkazgan,KZ,2021-10-28 00:47:26,47.8043,67.7144,29.62,34,1,6.2
466,466,Baghdad,IQ,2021-10-28 00:47:27,33.3406,44.4009,62.51,51,4,2.3
467,467,Laguna,US,2021-10-28 00:46:05,38.421,-121.4238,71.91,68,1,5.99
468,468,Turukhansk,RU,2021-10-28 00:47:27,65.8167,87.9833,3.27,96,96,7.7
469,469,Clearwater,US,2021-10-28 00:45:32,27.9659,-82.8001,76.98,77,1,1.99
470,470,Los Llanos De Aridane,ES,2021-10-28 00:47:28,28.6585,-17.9182,64.15,75,0,7.0
471,471,Cholet,FR,2021-10-28 00:47:28,47.1667,-1.0,46.31,66,1,6.98
472,472,Atar,MR,2021-10-28 00:47:28,20.5169,-13.0499,79.05,48,100,5.48
473,473,Saint-Pierre,RE,2021-10-28 00:47:29,-21.3393,55.4781,69.48,65,0,9.22
474,474,Mbini,GQ,2021-10-28 00:47:29,1.574,9.6134,76.28,90,100,5.93
475,475,Rincon,US,2021-10-28 00:47:29,32.296,-81.2354,61.12,88,20,0.0
476,476,Lamas,PE,2021-10-28 00:47:30,-6.4167,-76.5333,73.87,96,85,2.84
477,477,Sakti,IN,2021-10-28 00:47:30,22.0333,82.9667,65.77,71,0,4.72
478,478,San Cosme Y Damian,PY,2021-10-28 00:47:30,-27.3167,-56.35,82.58,62,0,6.64
479,479,Ravenna,IT,2021-10-28 00:47:31,44.4167,11.9833,54.82,88,40,5.14
480,480,Tallahassee,US,2021-10-28 00:45:06,30.4383,-84.2807,65.93,86,40,5.75
481,481,Kifri,IQ,2021-10-28 00:47:31,34.6959,44.9661,71.29,28,1,8.66
482,482,Chik,RU,2021-10-28 00:47:31,54.9928,82.4311,28.18,68,0,6.71
483,483,Iquitos,PE,2021-10-28 00:47:32,-3.7481,-73.2472,78.84,83,20,2.3
484,484,Babanka,UA,2021-10-28 00:47:32,48.7097,30.4483,41.9,88,69,6.44
485,485,Rabak,SD,2021-10-28 00:47:33,13.1809,32.74,85.05,38,72,5.99
486,486,Pedernales,DO,2021-10-28 00:47:33,18.0384,-71.744,80.28,79,37,6.87
487,487,Opava,CZ,2021-10-28 00:47:33,49.9387,17.9026,49.57,94,100,4.0
488,488,Kamyshlov,RU,2021-10-28 00:47:34,56.8428,62.7111,33.22,83,100,13.15
489,489,Los Angeles,US,2021-10-28 00:42:53,34.0522,-118.2437,86.09,37,1,3.44
490,490,Oussouye,SN,2021-10-28 00:47:34,12.485,-16.5469,82.58,78,100,4.43
491,491,Puerto Madryn,AR,2021-10-28 00:43:09,-42.7692,-65.0385,67.01,43,2,21.61
492,492,Alto Paraguai,BR,2021-10-28 00:47:35,-14.5136,-56.4825,75.09,89,100,1.77
493,493,Ratnagiri,IN,2021-10-28 00:47:35,16.9833,73.3,74.3,60,81,6.24
494,494,Cheremnoye,RU,2021-10-28 00:47:36,53.1697,83.2133,21.79,57,99,4.09
495,495,Santa Isabel,BR,2021-10-28 00:47:36,-23.3156,-46.2214,69.66,99,100,2.71
496,496,Gilgit,PK,2021-10-28 00:44:30,35.9221,74.3087,49.1,47,7,3.89
497,497,Padrauna,IN,2021-10-28 00:47:36,26.9025,83.9819,65.07,69,0,3.38
498,498,Kudahuvadhoo,MV,2021-10-28 00:47:37,2.6708,72.8944,81.27,77,97,10.83
499,499,Astara,AZ,2021-10-28 00:47:37,38.5,48.6667,32.7,70,0,3.62
500,500,Funtua,NG,2021-10-28 00:47:38,11.5233,7.3081,74.16,40,62,6.58
501,501,Paso De Los Toros,UY,2021-10-28 00:47:38,-32.8167,-56.5167,71.22,70,0,6.87
502,502,Huancabamba,PE,2021-10-28 00:47:38,-5.2386,-79.4506,61.14,92,95,2.86
503,503,Naifaru,MV,2021-10-28 00:47:38,5.4444,73.3657,80.53,76,94,5.7
504,504,Sao Raimundo Nonato,BR,2021-10-28 00:47:39,-9.0153,-42.6994,79.59,36,4,3.98
505,505,Sault Sainte Marie,CA,2021-10-28 00:47:39,46.5168,-84.3333,49.89,84,40,3.44
506,506,Nyalikungu,TZ,2021-10-28 00:47:39,-3.1833,33.7833,69.69,58,63,8.77
507,507,Sainte-Suzanne,RE,2021-10-28 00:47:40,-20.9061,55.6089,70.02,78,90,3.44
508,508,Belfast,GB,2021-10-28 00:47:40,54.5833,-5.9333,57.02,96,75,6.91
509,509,Cockburn Town,TC,2021-10-28 00:47:41,21.4612,-71.1419,82.36,78,75,4.61
510,510,Ayni,TJ,2021-10-28 00:47:41,39.3941,68.5377,46.31,64,100,1.63
511,511,Bartica,GY,2021-10-28 00:47:41,6.4,-58.6167,79.12,99,67,2.15
512,512,Rampur,IN,2021-10-28 00:47:42,28.8167,79.0333,62.38,75,0,2.89
513,513,Kosh-Agach,RU,2021-10-28 00:47:42,50.0,88.6667,23.54,79,35,2.35
514,514,San Francisco,US,2021-10-28 00:46:17,37.7749,-122.4194,74.59,77,20,4.0
515,515,Honningsvag,NO,2021-10-28 00:47:43,70.9821,25.9704,27.93,63,6,23.78
516,516,Danielskuil,ZA,2021-10-28 00:47:43,-28.1887,23.5395,60.71,77,100,14.65
517,517,Benghazi,LY,2021-10-28 00:47:43,32.1167,20.0667,71.35,79,8,9.6
518,518,Walvis Bay,,2021-10-28 00:47:44,-22.9575,14.5053,61.09,88,82,3.44
519,519,Logrono,ES,2021-10-28 00:47:44,42.4667,-2.45,52.68,94,0,0.0
520,520,Fort-Shevchenko,KZ,2021-10-28 00:47:44,44.5086,50.263,43.95,63,5,13.2
521,521,Kuytun,RU,2021-10-28 00:47:45,54.3419,101.5036,28.35,87,100,3.18
522,522,Palmas Bellas,PA,2021-10-28 00:47:45,9.2319,-80.0867,82.31,86,100,3.36
523,523,Taoudenni,ML,2021-10-28 00:47:45,22.6783,-3.9836,85.28,18,100,15.41
524,524,Nouakchott,MR,2021-10-28 00:47:45,18.0858,-15.9785,80.53,57,69,10.63
525,525,Sitrah,BH,2021-10-28 00:47:46,26.1547,50.6206,82.36,69,0,1.01
526,526,Raga,SS,2021-10-28 00:47:46,8.4596,25.678,71.33,84,87,3.31
527,527,Navalgund,IN,2021-10-28 00:47:46,15.5667,75.3667,68.9,73,77,7.83
528,528,Sovetsk,RU,2021-10-28 00:47:47,55.0839,21.8785,54.14,93,100,15.79
529,529,Ampanihy,MG,2021-10-28 00:47:47,-24.7,44.75,65.61,76,84,15.61
530,530,Yarmouth,US,2021-10-28 00:47:48,41.7057,-70.2286,51.96,96,100,35.99
531,531,Male,MV,2021-10-28 00:47:48,4.1748,73.5089,82.35,78,75,5.75
532,532,Itamaraju,BR,2021-10-28 00:47:48,-17.0392,-39.5311,69.24,97,9,2.33
533,533,Anori,BR,2021-10-28 00:47:49,-3.7728,-61.6442,74.73,97,100,0.96
534,534,Bilma,NE,2021-10-28 00:47:49,18.6853,12.9164,78.33,17,0,2.28
535,535,Lagunas,PE,2021-10-28 00:47:49,-5.2269,-75.6753,74.66,85,100,2.75
536,536,Zabol,AF,2021-10-28 00:47:50,32.25,67.25,44.06,24,0,6.53
537,537,Lisakovsk,KZ,2021-10-28 00:47:50,52.5369,62.4936,33.82,61,99,17.65
538,538,Nadym,RU,2021-10-28 00:47:50,65.5333,72.5167,13.62,87,100,11.92
539,539,Dodoma,TZ,2021-10-28 00:47:51,-6.1722,35.7395,65.91,70,8,7.2
540,540,Rudnya,RU,2021-10-28 00:47:51,54.947,31.0934,47.93,92,100,17.31
541,541,Garowe,SO,2021-10-28 00:47:51,8.4054,48.4845,72.97,78,5,9.66
542,542,Sayat,TM,2021-10-28 00:47:52,38.7839,63.8803,42.67,69,99,5.48
543,543,Altay,CN,2021-10-28 00:47:52,47.8667,88.1167,36.28,62,28,6.22
544,544,Dondo,MZ,2021-10-28 00:47:52,-19.6094,34.7431,76.51,75,94,10.02
545,545,Sarakhs,IR,2021-10-28 00:47:53,36.5449,61.1577,50.95,69,100,3.96
546,546,Muli,MV,2021-10-28 00:47:53,2.9167,73.5667,81.3,76,73,9.57
547,547,Dire Dawa,ET,2021-10-28 00:47:54,9.5931,41.8661,66.29,54,0,3.89
